input/10Tasks_100_2_S.npy
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 5, 10, 10, 5, 8, 5, 5, 5, 5, 5, 10, 7, 7, 5, 5]
Gmean: 
[4.891585997762891, 5.3120680792885482, 3.6486073760476652, 9.9999999999999805, 9.800762911439632, 3.6486073760476652, 6.6525276999409124, 3.8600069587046937, 3.8397933488459737, 3.7719444996233755, 3.7863417334235647, 3.7818596862346174, 9.800762911439632, 5.2734549687162513, 4.6163973460654777, 3.9665804262464328, 3.9561809433470851]
input/10Tasks_350_2_S.npy
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 5, 10, 10, 5, 7, 5, 5, 5, 5, 5, 10, 7, 6, 5, 5]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 6, 10, 10, 6, 9, 7, 7, 7, 7, 7, 10, 8, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 5, 10, 10, 5, 8, 6, 6, 5, 6, 5, 10, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 7, 6, 6, 6, 6, 6, 10, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 7, 10, 10, 7, 10, 6, 6, 6, 6, 6, 10, 8, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 7, 6, 6, 6, 6, 6, 10, 7, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 8, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 8, 8, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[6, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 7, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 8, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[6, 7, 5, 10, 10, 5, 7, 5, 5, 5, 5, 5, 10, 7, 6, 5, 5]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 8, 6, 10, 9, 6, 8, 6, 6, 6, 6, 6, 9, 8, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 9, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[6, 7, 6, 10, 9, 6, 7, 6, 6, 6, 6, 6, 9, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[6, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
Gmean: 
[5.1868753069562166, 5.6115361718993055, 3.9487408487811648, 9.9999999999999662, 9.813396892566578, 3.9487408487811648, 6.8372118805011759, 4.1459021614417573, 4.1278019577713918, 4.0596672131634524, 4.0798620890841111, 4.0685581953210557, 9.813396892566578, 5.5573775481275458, 4.9088342530464324, 4.2539124283706933, 4.2446163933418379]
input/10Tasks_400_2_S.npy
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 9, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 8, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 6, 10, 10, 6, 8, 7, 7, 7, 7, 7, 10, 9, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 10, 6, 10, 10, 6, 10, 8, 8, 6, 6, 6, 10, 9, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 6, 10, 10, 6, 8, 7, 7, 7, 7, 7, 10, 7, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 9, 7, 10, 10, 7, 9, 7, 7, 7, 7, 7, 10, 8, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 6, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 8, 6, 10, 10, 6, 8, 7, 7, 7, 7, 7, 10, 7, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 7, 10, 10, 7, 9, 8, 8, 7, 8, 7, 10, 9, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 9, 7, 10, 10, 7, 9, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 6, 10, 10, 6, 10, 7, 7, 7, 7, 7, 10, 8, 9, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 8, 7, 10, 10, 7, 9, 6, 6, 6, 6, 6, 10, 7, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[7, 7, 6, 10, 10, 6, 8, 6, 6, 6, 6, 6, 10, 7, 7, 6, 6]
Gmean: 
[5.4904767404302728, 5.9161583988470605, 4.2137137849384185, 9.9999999999999574, 9.8398397604452796, 4.2137137849384185, 7.0464700770417545, 4.4311334232811461, 4.4145464140442128, 4.3366369653684309, 4.3600109433292324, 4.3447764647616767, 9.8398397604452796, 5.7996492701156068, 5.1906784359546361, 4.5416518252125151, 4.5331434997381281]
input/10Tasks_450_2_S.npy
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 9, 7, 10, 10, 7, 8, 7, 7, 7, 7, 7, 10, 8, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 7, 10, 10, 7, 9, 7, 7, 7, 7, 7, 10, 8, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 7, 10, 10, 7, 8, 7, 7, 7, 7, 7, 10, 8, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 8, 10, 10, 8, 9, 8, 8, 8, 8, 8, 10, 9, 9, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 9, 8, 10, 10, 8, 9, 7, 7, 7, 7, 7, 10, 8, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[10, 10, 8, 10, 10, 8, 10, 8, 8, 8, 8, 8, 10, 9, 9, 9, 9]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 7, 10, 10, 7, 8, 7, 7, 7, 7, 7, 10, 8, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 7, 10, 10, 7, 8, 8, 8, 8, 8, 8, 10, 9, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 9, 7, 10, 10, 7, 9, 7, 8, 7, 7, 8, 10, 9, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 6, 10, 10, 6, 9, 7, 7, 7, 7, 7, 10, 8, 8, 6, 6]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 6, 10, 10, 6, 8, 7, 7, 7, 7, 7, 10, 8, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 8, 10, 10, 8, 9, 8, 8, 8, 8, 8, 10, 9, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 6, 10, 10, 6, 9, 7, 7, 7, 7, 7, 10, 9, 8, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 9, 7, 10, 10, 7, 9, 7, 7, 7, 7, 7, 10, 9, 8, 8, 8]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[9, 10, 7, 10, 10, 7, 9, 8, 7, 7, 7, 7, 10, 9, 9, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 7, 10, 10, 7, 8, 7, 7, 7, 7, 7, 10, 8, 7, 7, 7]
[ILPcarry, ILPblock, ILPjit, Inflation, ILPbaseline, Combo, TDA, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTbaseline, CTcarry, CTblock, CTjit, CTmix]
[8, 8, 7, 10, 10, 7, 8, 7, 7, 7, 7, 7, 10, 8, 8, 7, 7]
Gmean: 
[5.7894622769708555, 6.2012475025704124, 4.4920857392467068, 9.9999999999999485, 9.8597186600624624, 4.4920857392467068, 7.2270169936537139, 4.7148706817017212, 4.6994240840398342, 4.6222330067467245, 4.6440248226212066, 4.634371230662361, 9.8597186600624624, 6.0795542004445933, 5.4717982570990911, 4.8210506735073109, 4.8131469654450783]
